case,2023-10-20T23:30:34.755742,2023-10-21T00:38:13.160663,2023-10-21T00:42:49.956543,2023-10-21T00:50:08.428110,2023-10-21T01:17:21.760157,2023-10-21T01:21:32.438044,2023-10-21T01:50:36.630387,2023-10-21T01:54:26.281402,2023-10-21T01:57:51.652721,2023-10-21T02:01:48.867771,2023-10-21T02:05:03.877950,2023-10-21T02:14:35.367278,2023-10-21T02:18:43.473352,2023-10-21T02:20:40.484872,2023-10-21T02:22:41.002817,2023-10-21T10:31:06.980853,2023-10-21T10:34:36.903757,2023-10-21T10:36:26.601112,2023-10-21T10:38:10.737221,2023-10-21T10:40:09.883808,2023-10-21T10:59:16.680439,2023-10-21T11:01:53.521567,2023-10-21T11:04:01.328806,2023-10-21T11:06:37.147415,2023-10-21T11:09:24.767237,2023-10-21T11:12:29.737628,2023-10-21T11:14:48.765113,2023-10-21T11:33:17.839442,2023-10-21T11:45:56.215101,2023-10-21T11:48:29.697132,2023-10-21T11:51:51.357325,2023-10-21T11:54:56.600191,2023-10-21T13:53:18.558109,2023-10-21T14:46:49.321917,2023-10-21T15:29:00.068713,2023-10-21T15:59:28.617047,2023-10-21T16:04:08.523130,2023-10-21T16:27:26.583949
0091.txt,1225282,6130192,6130192,54837960,1225282,23118538,2114753,1612281,1864438,1573154,448631,266205,174764,608894,1244222,278799,137803,627500,1367115,278799,278799,278799,278799,278799,278799,278799,278799,278799,7471883,915024,915024,915024,1237169,915024,915165,920474.0,985262.0,915024.0
0092.txt,2410190,3970762,2410190,53942726,2410190,20392930,403911,678742,1025324,936924,398241,438239,2381920,745273,438239,438239,774317,543634,815645,438239,438239,438239,438239,438239,438239,438239,438239,438239,7711872,1198921,1198921,1198921,2071698,1198921,1198921,1198921.0,1198921.0,1198921.0
0093.txt,7700383,7864878,7603784,28399698,7700383,17678505,12763447,12361719,12792058,13728338,9358074,7703762,11038082,7604541,7703762,7703762,7703762,8208581,8208581,7703762,7703762,7703762,7703762,7703762,7703762,7703762,7703762,15289419,6267152,5797960,5797960,5797960,5797960,5797960,5797960,5797960.0,5797960.0,5797960.0
0094.txt,77101,77101,77101,113330801,77101,77101,80901,123401,69401,6001,35501,133301,137301,73501,117301,133301,155601,73301,102301,133301,133301,133301,117301,133301,117301,117301,117301,117301,6400101,95001,95001,95001,95001,95001,95001,95001.0,95001.0,95001.0
0095.txt,5361328,3473301,3473301,18334130,5361328,22237610,5241827,5026136,3230783,3256601,11749312,4211251,3174639,6274220,4211251,4211251,4211251,6274220,4211251,4211251,4211251,4211251,4211251,4211251,4211251,4211251,4211251,4699973,3784351,1550341,1550341,1550341,1707710,1550341,1550341,1550341.0,1550341.0,1550341.0
0096.txt,1730508,3007053,3516133,28288845,1730508,16211491,5036141,3200863,3214779,3517167,1045694,1586984,1669775,3632919,2761620,2761620,6260577,6520247,1586984,1586984,1586984,1586984,1586984,2761620,1586984,2761620,2761620,7491378,8117570,1052674,1052674,1052674,1324800,1052674,1052674,1052674.0,1052674.0,1052674.0
0097.txt,2002738,2470209,2002738,49780063,2002738,27547507,1879984,3981634,1652002,1832776,2380154,1174893,1186644,7438232,1174893,1174893,2228629,7705958,1174893,1174893,1174893,1174893,1174893,1174893,1174893,1174893,1174893,2323609,18592164,4843269,4843269,4843269,5368678,4843269,4333249,4333249.0,4333249.0,4333249.0
0098.txt,1799097,2313938,2313938,17519879,1799097,11590216,3566241,4232890,4091464,5171694,4265812,6897020,3428990,1686737,6897020,6897020,6897020,1523340,1523340,6897020,6897020,6897020,6897020,6897020,6897020,6897020,6897020,2669474,1989437,553030,553030,553030,553030,553030,553030,553030.0,553030.0,553030.0
0099.txt,3951,71551,3951,46043951,3951,26649651,12451,5051,29951,32851,15051,52851,173251,82051,22651,52851,41451,85051,14451,52851,22651,22651,22651,22651,22651,22651,52851,22651,2630551,24951,24951,24951,24951,24951,24951,24951.0,24951.0,24951.0
0100.txt,1617152,1592601,1617152,38514825,1617152,11280398,2751581,3425872,1204212,2129049,1091007,3201387,7464892,678120,2568694,3201387,995622,1099952,777157,3201387,2568694,3201387,2568694,2568694,2568694,3201387,3201387,2568694,3415369,827097,827097,827097,894739,827097,827097,827097.0,827097.0,827097.0
0101.txt,4507365,12952298,4584849,30830853,4507365,17676589,14490446,7226087,4859019,5356752,5211707,3565695,13999020,1997180,3565695,3565695,1522380,3565695,3565695,3565695,3565695,3565695,3565695,3565695,3565695,3565695,3565695,10393501,5439699,1105834,1105834,1105834,1105834,1105834,1105834,1105834.0,1105834.0,1105834.0
0102.txt,748251,409760,409760,47219650,1269632,19071389,736341,1758757,1006527,13362395,412448,429606,2125597,547693,429606,429606,558511,676332,1406696,681269,681269,419690,681269,429606,681269,429606,429606,429606,1851189,1280911,1280911,1280911,1958622,1279820,1279690,1279690.0,1280911.0,1279690.0
0103.txt,454541,583238,583238,26236468,454541,13976926,657807,470421,513922,557103,285001,96616,416888,269316,678967,96616,368341,884945,259735,678967,96616,96616,96616,678967,678967,678967,96616,113558,6493738,846925,846925,846925,1038520,846925,846925,846925.0,846925.0,846925.0
0104.txt,1545112,1687468,1687468,47878023,1545112,14766199,597386,954839,460588,777051,738950,488504,902560,1501963,488504,488504,948812,459179,526259,488504,486765,486765,488504,486765,488504,488504,488504,488504,1470977,839233,839233,839233,1094113,839233,839255,839255.0,880142.0,830250.0
0105.txt,230780,186381,186381,40094016,230780,39389833,107312,12455394,651662,236523,45447,647074,377742,243159,647074,647074,274791,487169,647074,647074,647074,647074,647074,647074,647074,647074,647074,2140344,1537265,67966,67966,67966,67966,67966,67966,67966.0,67966.0,67966.0
0106.txt,1926126,2351840,1926091,23202953,1926126,11004510,2693548,3450712,2636833,2412416,1834101,3053267,3015535,1753185,3053267,3053267,3053267,1560056,2557834,3053267,3053267,3053267,3053267,3053267,3053267,3053267,3053267,3085090,3265576,1564900,1564900,1564900,1892012,1564900,1544898,1544898.0,1544898.0,1544898.0
0107.txt,2087102,2421558,2087102,55908068,5807664,43141159,1108590,4867904,1604900,3427241,1876325,2848149,2336229,159974,2848149,2848149,2493474,491889,491889,2848149,2848149,2848149,2848149,2848149,2848149,2848149,2848149,7684937,738373,107008,107008,107008,179946,107008,77499,77499.0,77499.0,77499.0
0108.txt,2196455,1234572,1234572,25988820,2196455,19127062,3181728,3573499,1799324,4934399,1541367,3211751,885957,1329444,3211751,3211751,4541402,2069021,2069021,3211751,3211751,3211751,3211751,3211751,3211751,3211751,3211751,1898647,13382772,783863,783863,783863,1152210,783863,776715,776715.0,776715.0,776715.0
0109.txt,1698993,2932729,1698993,54476406,1698993,38809875,9651717,684798,148812,489531,639130,951494,240098,1839206,951494,951494,951494,11343138,11862353,951494,951494,951494,951494,951494,951494,951494,951494,8624016,3014208,134754,134754,134754,134754,134754,134754,134754.0,134754.0,134754.0
0110.txt,160551,160551,160551,62644843,160551,34642320,496173,65538,113301,149299,49744,132778,243609,553032,132778,132778,126460,137717,116813,132778,132778,132778,132778,132778,132778,132778,132778,132778,14104943,149959,149959,149959,149959,149959,149959,149959.0,149959.0,149959.0
0111.txt,10905113,10824715,10824715,31234044,10905113,20984139,6248931,3756559,1069188,2653293,1944687,1256657,2337699,1211937,1256657,1256657,15774724,1274479,1256657,1256657,1256657,1256657,1256657,1256657,1256657,1256657,1256657,1464461,2378977,1177000,1177000,1177000,1177000,1177000,1177000,1177000.0,1177000.0,1177000.0
0112.txt,128901,128901,128901,17338901,128901,38908901,93201,69101,27101,151001,68001,138101,174001,130401,138101,138101,2301,111501,185001,138101,138101,138101,138101,138101,138101,138101,138101,138101,15891201,663901,663901,663901,663901,663901,663901,663901.0,663901.0,663901.0
0113.txt,1428330,1158830,622471,38404647,1428330,12441004,1093099,4026910,2946975,3095998,2428594,12562091,2648272,1476967,1759513,12562091,3430627,1500072,1048615,12562091,1759513,12562091,1759513,1759513,1759513,1759513,1759513,3405545,12660839,1533218,1533218,1533218,1883191,1533218,1533218,1533218.0,1533218.0,1533218.0
0114.txt,492761,492761,492761,43327164,492761,25848936,638426,2354931,726135,435841,399624,679788,983352,1011497,679788,679788,1204162,1034708,964241,679788,679788,679788,679788,679788,679788,679788,679788,912472,3120610,515337,515337,515337,784839,515337,515337,515337.0,515337.0,515337.0
0115.txt,1080156,2773888,1080156,19237038,1080156,29396996,869100,72644,162066,1214607,258427,198632,71112,1742046,198632,198632,167330,2003010,82182,198632,274164,198632,198632,274164,198632,198632,198632,274164,4237681,1099248,1099248,1099248,1268265,1099248,1099248,1099248.0,1099248.0,1099248.0
0116.txt,12714173,13409035,13026927,20837964,12714173,16853075,11801099,6228701,14087664,13094006,8390926,7173223,6241901,10212891,7173223,7173223,7306181,7173223,7173223,7173223,7173223,7173223,7173223,7173223,7173223,7173223,7173223,10020281,14107583,4289598,4289598,4289598,4289598,4289598,4289598,4289598.0,4289598.0,4289598.0
0117.txt,485485,1055386,761534,19479916,485485,13302171,5945624,4306021,923345,2371507,3052694,416261,1696100,1800183,416261,3686079,699450,1503979,281159,3686079,416261,416261,416261,416261,416261,416261,416261,1325733,11263406,878874,878874,878874,1409373,878874,878874,878874.0,878874.0,878874.0
0118.txt,71701,17501,17501,79904201,71701,57401501,5301,99301,45301,79501,901,95301,82701,26601,95301,95301,14001,37901,66701,95301,95301,95301,95301,95301,95301,95301,95301,59301,7962801,19701,19701,19701,19701,19701,19701,226701.0,19701.0,19701.0
0119.txt,9071868,7238517,8946454,28475019,9071868,22897708,6470989,12492114,4607458,8370697,5816215,8339311,7757554,8726687,8339311,8339311,3502386,8339311,8339311,8339311,8339311,8339311,8339311,8339311,8339311,8339311,8339311,6848523,2208002,4878855,4878855,4878855,4917575,4878855,4878855,4878855.0,4878855.0,4878855.0
0120.txt,171984,1083321,1083321,31662879,171984,171984,962311,1132177,162527,1294485,200632,23886,908045,1093139,23886,23886,1422900,623197,458674,23886,23886,23886,23886,23886,23886,23886,23886,23886,56171,478701,478701,478701,478701,478701,478701,478701.0,478701.0,478701.0
0121.txt,258269,258269,258269,110026419,258269,34177665,74715,349945,7842,631678,30289,61801,53770,184688,61801,61801,52028,161870,35445,61801,61801,61801,61801,61801,61801,61801,61801,61801,2016855,313923,313923,313923,450587,313923,313923,313923.0,313923.0,313923.0
0122.txt,8751978,4357371,4357371,23000379,8751978,14624805,7573913,7728200,4820509,4743408,7702799,4840304,5642552,8364726,4840304,4840304,4976634,5869969,4840304,4840304,4840304,4840304,4840304,4840304,4840304,4840304,4840304,6561427,8336597,1445166,1445166,1445166,1445166,1445166,1445166,1445166.0,1445166.0,1445166.0
0123.txt,37851,95651,37851,131219251,37851,95651,49251,61622251,2751,72151,13651,47751,33851,80551,85751,85751,35451,80551,80551,47751,85751,47751,47751,47751,47751,85751,47751,85751,2423551,88351,88351,88351,88351,88351,88351,88351.0,88351.0,88351.0
0124.txt,817014,1531835,1536742,51829827,817014,24167964,2471019,4459910,2288077,1518228,115685,493987,301674,1873497,493987,493987,175216,352090,1324320,493987,493987,491966,493987,493987,493987,493987,493987,1328306,4746832,1597874,1597874,1597874,1842105,1597874,1597874,1598832.0,1656304.0,1597874.0
0125.txt,81751,81751,26451,127658751,81751,26451,91651,20451,4951,2451,3351,96951,2551,36251,96951,11251,6651,12551,1551,11251,11251,11251,11251,11251,11251,96951,96951,96951,10232151,140651,140651,140651,140651,140651,140651,140651.0,140651.0,140651.0
0126.txt,313023,313023,313023,61380479,313023,32484306,1067865,524636,174026,1719718,1459669,149223,1626895,406198,149223,149223,246980,294668,128126,149223,149223,149223,149223,149223,149223,149223,149223,1285355,2157584,276137,276137,276137,400809,276137,276137,276137.0,276137.0,276137.0
0127.txt,437825,437825,437825,36099499,405205,20461814,1302934,5173312,978262,5695554,6395812,2162537,675652,1422851,2162537,1913809,1696650,1393640,2171562,2594902,2594902,2130160,2594902,1913809,2594902,1913809,1913809,2749296,8275323,440305,440305,440305,472899,440305,959247,959247.0,959247.0,959247.0
0128.txt,415515,1359746,1359746,86541003,178476,28920619,261068,78761,138932,38711,183448,1192775,161967,389830,1465346,1465346,522805,167871,146799,1465346,1762579,1672180,1465346,1192775,1465346,1192775,1192775,1465346,5086019,341778,341778,341778,341778,341778,220411,220411.0,220411.0,220411.0
0129.txt,1579280,1913873,1913873,38778910,1579280,11729344,7700476,2829298,4479636,7801046,1442968,4915955,6050893,4424220,4915955,4915955,6710651,2231532,4915955,4915955,4915955,4915955,4915955,4915955,4915955,4915955,4915955,7748305,4618115,7411377,7411377,7411377,8439137,6838397,6838397,6838397.0,6838397.0,6838397.0
0130.txt,2680707,2862016,2862016,18421730,2680707,11648845,5874580,4395524,3486702,5862507,3420148,2123224,2648680,2301344,2123224,2123224,5434573,3630891,3630891,2123224,2123224,2123224,2123224,2123224,2123224,2123224,2123224,2937291,4799669,11848734,11848734,11848734,11848734,11848734,11848734,11848734.0,11848734.0,11848734.0
0131.txt,2564368,2545181,2564368,42657386,2564368,15929625,3749157,5362126,6556460,5152066,1740909,6099292,3950525,2998939,6099292,6099292,2519089,7244522,2516775,6099292,6099292,6099292,6099292,6099292,6099292,6099292,6099292,2591418,5230577,3213986,3213986,3213986,3605696,3213986,3213986,3213986.0,3213986.0,3213986.0
0132.txt,805813,805813,805813,30624375,805813,805813,383021,755720,1106024,251258,932866,137918,149818,464136,137918,137918,502801,1342605,2387396,137918,137918,137918,137918,137918,137918,137918,137918,137918,2200686,1420937,1420937,1420937,1915255,1420937,1420937,1420937.0,1420937.0,1420937.0
0133.txt,997981,997981,1706720,22183413,997981,31030805,1700600,768063,525341,394492,167592,337463,1316204,761572,337463,337463,649160,997435,221781,337463,337463,337463,337463,337463,337463,337463,337463,337463,6217258,458950,458950,458950,561566,458950,2832945,2832945.0,2832945.0,2832945.0
0134.txt,21651,21651,21651,33703751,21651,21651,24451,35051,141451,74451,146151,3151,61951,58051,3151,3151,21651,140551,98551,3151,3151,3151,3151,3151,3151,3151,3151,3151,4068851,5151,5151,5151,5151,5151,5151,5151.0,5151.0,5151.0
0135.txt,1908196,2747887,2747887,34062140,1908196,15093114,2521242,2695079,3706536,6629210,1531568,1914877,2761363,1328987,1914877,1914877,1980658,1378950,1914877,1914877,1914877,1914877,1914877,1914877,1914877,1914877,1914877,1914877,12587845,831902,831902,831902,846923,831902,831902,831902.0,831902.0,831902.0
0136.txt,349575,349163,349575,38965065,349163,826757,2828871,1041917,334947,4904906,1002534,1589657,1046227,1899910,1589657,1589657,1589657,405477,1589657,1589657,1589657,1589657,1589657,1589657,1589657,1589657,1589657,5471154,4254636,219705,219705,219705,219705,219705,219705,219705.0,219705.0,219705.0
0137.txt,6107390,6107390,6107390,19124381,6107390,12257782,6612484,6719405,9539543,8800529,4697799,5204744,5770949,9039328,5204744,5204744,4141325,9039328,5204744,5204744,5204744,5204744,5204744,5204744,5204744,5204744,5204744,5825149,4019081,5443608,5443608,5443608,5443608,5443608,5443608,5443608.0,5443608.0,5443608.0
0138.txt,277438,277438,184933,30182010,184933,14860784,400599,568284,2104377,5712694,258128,13057611,695259,290707,13057611,13057611,188557,642467,195548,13057611,13057611,13057611,13057611,13057611,13057611,13057611,13057611,226405,13982464,282034,282034,282034,283600,282034,282034,282034.0,282034.0,282034.0
0139.txt,139251,139251,139251,93076051,139251,139251,97851,53451,19351,44451,240951,60851,132051,70551,60851,60851,163851,21451,1151,60851,60851,60851,60851,60851,60851,60851,60851,60851,5952551,259151,259151,259151,259151,259151,259151,259151.0,259151.0,259151.0
0140.txt,2095788,2095788,2095788,16346778,2095788,17756021,1860508,4432052,2521891,2464669,1041319,1790905,3960633,2617497,2565997,2565997,853813,1786648,2565997,1790905,1786648,2842190,2565997,2565997,2565997,1790905,2565997,1790905,345898,548128,548128,548128,622068,548128,548128,548128.0,548128.0,548128.0
0141.txt,2659764,4146697,4147760,31974098,2089057,11998772,1626196,1057151,789062,669680,946256,756933,2135413,647422,756933,791256,2122349,502785,733572,791256,791256,834732,756933,756933,756933,756933,756933,791256,798906,928177,928177,928177,1422990,928177,931932,931932.0,952404.0,931932.0
0142.txt,3436769,1361890,1361890,10915120,3436769,27977918,2019721,2284175,1808763,11382841,1131541,926026,2097167,3659643,926026,926026,926026,3659643,926026,926026,926026,926026,926026,926026,926026,926026,926026,4786269,12787411,626710,626710,626710,626710,626710,626710,626710.0,626710.0,626710.0
0143.txt,2550419,2133566,1978966,40597971,2550419,20920640,7418935,6691629,6836420,1397900,1796886,856553,557709,439651,856553,856553,1844102,789554,789554,856553,856553,856553,856553,856553,856553,856553,856553,2395481,9917825,853821,853821,853821,1093592,853821,853821,853821.0,853821.0,853821.0
0144.txt,202497,196382,663867,48318500,202497,17141062,1234252,1846143,505682,601188,787877,782292,276506,1013721,782292,782292,1395627,544086,429086,782292,782292,782292,782292,782292,782292,782292,782292,1733990,4438822,862452,862452,862452,1394549,862452,862452,862452.0,875202.0,862452.0
0145.txt,3149276,3149276,3149276,29055414,3149276,15273879,4993114,4496340,6090772,5101535,5705755,4903763,3031031,5459450,4903763,4903763,7770957,5481631,4903763,4903763,4903763,4903763,4903763,4903763,4903763,4903763,4903763,6418511,1927129,1419555,1419555,1419555,1422049,1419555,1419555,1419555.0,1419555.0,1419555.0
0146.txt,134465,134465,134465,87758785,134465,134465,56427,29185,515515,171994,153408,152342,127718,15836,152342,152342,166759,53488,152342,152342,152342,152342,152342,152342,152342,152342,152342,152342,13539561,161485,161485,161485,161485,161485,161485,161485.0,161485.0,161485.0
0147.txt,116501,116501,116501,77979501,116501,116501,116701,91501,80601,96001,82801,4801,69901,19401,4801,4801,87701,105001,12001,4801,4801,4801,4801,4801,4801,4801,4801,4801,5249701,104001,104001,104001,104001,104001,104001,104001.0,104001.0,104001.0
0148.txt,970885,970885,970885,59434791,970885,22194903,1146896,297606,97456,375507,357103,659128,605284,649983,659128,659128,212726,361601,609443,659128,659128,659128,659128,659128,659128,659128,659128,659128,1494305,1171631,1171631,1171631,1287970,1171631,1171631,1171631.0,1171631.0,1171631.0
0149.txt,1154768,1154768,1154768,21246291,1154768,13832715,2655846,6048272,1969838,2638041,3141437,2962333,1376127,1509905,2962333,2962333,2962333,3061334,3061334,2962333,2962333,2366145,2962333,2366145,2366145,2962333,2366145,2366145,2593327,993446,993446,993446,1047207,993446,993446,993446.0,993446.0,993446.0
0150.txt,887756,1316424,1316424,28608854,887756,15261384,431270,505885,812585,515965,1822338,423010,442068,1098276,669660,423010,334271,720164,541756,399849,423010,423010,399849,399849,399849,399849,399849,423010,393978,956795,956795,956795,1338245,956795,956795,956795.0,960165.0,956795.0
0151.txt,2223373,2717190,2717190,32815074,2223373,10303238,2026587,2026587,2321934,3280155,2530906,2238931,2213989,2082393,2238931,2153014,2191599,2088133,2047692,2153014,3073490,3096927,1942991,2647313,1800059,2153014,1878940,1800059,2775334,2430514,2286847,2430514,2456543,2430514,2875580,2489866.0,2133403.0,2331846.0
0152.txt,6255033,5370121,5370121,21556195,6255033,13868450,8108706,8195127,8858731,7034408,5862464,5510985,3522155,6154899,5510985,5510985,5173296,5510985,5510985,5510985,5510985,5510985,5510985,5510985,5510985,5510985,5510985,6267351,6261468,4069462,4069462,4069462,4069462,4069462,4069462,4069462.0,4069462.0,4069462.0
0153.txt,4924354,6277754,3938880,25752315,4924354,15391599,7534431,2788939,14513951,6924531,3961687,1812022,4087726,4878947,1812022,1812022,1642190,3894275,3894275,1812022,1812022,1812022,1812022,1812022,1812022,1812022,1812022,4568806,15785935,4456818,4456818,4456818,4511090,4456818,4456818,4456818.0,4456818.0,4456818.0
0154.txt,49351,49351,49351,45460151,49351,49351,177251,10438751,80151,537951,56851,118351,9151,4051,118351,118351,105351,4051,100351,118351,118351,118351,118351,118351,118351,118351,118351,118351,371651,104151,104151,104151,104151,104151,104151,104151.0,104151.0,104151.0
0155.txt,414057,354432,354432,39798026,414057,18829847,1118340,1618163,1489344,1328326,778812,477322,1195730,1342097,577756,697243,621368,1006455,468659,697243,679290,679290,679290,679290,696977,697243,697243,696512,16862581,996733,996733,996733,1457804,996733,773864,773864.0,826589.0,766336.0
0156.txt,248557,248557,248557,34383217,248557,248557,205579,1043275,254591,99223,423771,351623,661335,534116,351623,351623,345029,369617,292596,351623,351623,351623,351623,351623,351623,351623,351623,351623,2396011,979133,979133,979133,1024199,979133,979133,979133.0,979133.0,979133.0
0157.txt,4936846,4606176,4606176,35318003,4936846,21872929,11237311,10621983,3665743,5937505,3246737,3849128,6327480,2546992,3849128,3849128,2101824,3534636,3849128,3849128,3849128,3849128,3849128,3849128,3849128,3849128,3849128,2769940,8104769,546817,546817,546817,560112,546817,546817,546817.0,546817.0,546817.0
0158.txt,336523,336523,336523,28256177,336523,30544461,366491,1532711,462538,218045,1432607,717018,146700,212083,717018,717018,634695,1162658,890488,717018,717018,717018,717018,717018,717018,717018,717018,717018,7939265,565937,565937,565937,745275,565937,565937,565937.0,565937.0,565937.0
0159.txt,2971576,3132183,3132183,38749843,2971576,39419781,2989583,4923793,7943446,10897000,2902198,2990737,1078733,4790172,2990737,2990737,8340480,2990737,2990737,2990737,2990737,2990737,2990737,2990737,2990737,2990737,2990737,5982178,5552022,1290602,1290602,1290602,1290602,1290602,1290602,1290602.0,1290602.0,1290602.0
0160.txt,5215514,3056324,3056324,19017026,5215514,12368287,4951018,4443669,5720513,7201428,5214459,7611993,5697398,4750831,7611993,7611993,5585858,7611993,7611993,7611993,7611993,7611993,7611993,7611993,7611993,7611993,7611993,7097470,7988736,2610328,2610328,2610328,2610328,2610328,2610328,2610328.0,2610328.0,2610328.0
0161.txt,2193719,2193719,2193719,19446226,2193719,18903702,389599,298863,297317,296829,271055,488630,889294,362947,910334,910334,2538392,698644,416914,910334,488630,910334,910334,488630,488630,910334,488630,910334,4969217,227165,227165,227165,227165,227165,227165,227165.0,227165.0,227165.0
0162.txt,13351615,3133097,3133097,45585898,13351615,18555919,3111848,7281233,3091644,3563872,3663032,3262680,3464969,3037445,3262680,3262680,2303404,2949059,861153,3262680,3262680,3262680,3262680,3262680,3262680,3262680,3262680,3459967,6602432,900662,900662,900662,1061778,798862,798862,798862.0,798862.0,798862.0
0163.txt,3342863,3342863,3342863,45003608,3342863,34619682,3468731,13106808,7497554,8099481,12542807,2953954,4013431,3373577,2953954,2953954,4312971,3532366,2953954,2953954,2953954,2953954,2953954,2953954,2953954,2953954,2953954,9911825,13486152,4690173,4690173,4690173,4728834,4607258,4607258,4607258.0,4607258.0,4607258.0
0164.txt,354452,361071,354452,61872491,354452,16434931,504405,1979682,428088,641894,676211,110862,200822,347463,110862,110862,296201,139799,162908,110862,110862,110862,110862,110862,110862,110862,110862,110862,13166293,327586,327586,327586,327586,327586,327586,327586.0,327586.0,327586.0
0165.txt,1696785,1696785,1696785,26084879,1696785,14132977,11758937,6648742,14784414,10349563,1545383,800229,5004099,935163,800229,800229,2469132,935163,800229,800229,800229,800229,800229,800229,800229,800229,800229,1362042,12427837,1255664,1255664,1255664,1296692,1151105,1151105,1151105.0,1151105.0,1151105.0
0166.txt,3991498,1981056,1981056,24833302,3991498,14802129,6237569,1932194,1530190,9748971,4921608,1568754,2224793,2544826,1568754,1568754,912776,2007818,2410288,2050438,2050438,1568754,2050438,2050438,1568754,2050438,2050438,1562240,7418216,1423009,1423009,1423009,2792030,1423009,1423009,1423009.0,1423009.0,1423009.0
0167.txt,2228794,3216485,2564379,10406064,2228794,10077958,2084307,4666284,4065535,3001511,3667207,2421084,3745234,2444261,2421084,2421084,2421084,2444261,2421084,2421084,2421084,2421084,2421084,2421084,2421084,2421084,2421084,2903336,6950884,1127192,1127192,1127192,1127192,1127192,1127192,1127192.0,1127192.0,1127192.0
0168.txt,493862,481189,493862,45256580,493862,30732883,736338,942662,594117,299836,246123,376201,630237,601673,376201,376201,968793,434169,651620,376201,376201,376201,376201,516917,376201,376201,376201,376201,2009685,682296,682296,682296,948559,682296,716466,716466.0,716466.0,716466.0
0169.txt,625434,625434,728414,40063394,625434,625434,1984662,5488284,2636930,1725925,1436342,940920,397747,4454779,940920,940920,1122301,402834,1572042,940920,940920,926633,940920,940920,940920,940920,940920,940920,4693917,1377761,1377761,1377761,2829942,1334427,1334427,1334427.0,1575378.0,1334427.0
0170.txt,274935,214499,214499,47623720,214499,26930587,245056,183232,258211,678477,524802,515272,379690,288479,515272,515272,169990,534768,179998,515272,515272,515272,515272,515272,515272,515272,515272,515272,11901168,943843,943843,943843,1048387,943843,943843,943843.0,943843.0,943843.0
0171.txt,964908,3199974,1755674,23151334,964908,22317477,1914899,2502464,1210009,1036026,2165982,565878,6752429,14321468,565878,565878,565878,1566618,1566618,565878,565878,565878,565878,565878,565878,565878,565878,618945,2754519,800888,800888,800888,800888,800888,800888,800888.0,800888.0,800888.0
0172.txt,3408540,4613858,4613858,36009194,3405366,13413872,1939520,667012,1488477,936570,1745878,2306944,2428829,1286370,2306944,1582923,2846249,1651196,2311836,1582923,1582923,1868496,1582923,1582923,1582923,1582923,1582923,1582923,865014,2304916,2304916,2304916,2717740,2304916,2310859,2313440.0,2322201.0,2310859.0
0173.txt,829127,858455,858455,37234451,829127,13224431,2962339,2927748,1945260,3865644,1885913,1021388,1207582,1080920,1021388,1146128,869467,944441,1140280,1146128,1146128,1146128,1146128,1146128,1146128,1146128,1146128,1288582,13016243,1904162,1904162,1904162,2243431,1904162,1804045,1804045.0,1804045.0,1804045.0
0174.txt,8405188,9172848,8552014,29969393,8405188,17167938,6806872,8694605,3353535,10556993,4490719,3225361,3633303,4551534,3225361,3225361,9067054,7332701,3225361,3225361,3225361,3225361,3225361,3225361,3225361,3225361,3225361,8523502,6262152,3280091,3280091,3280091,3497998,3280091,3280091,3280091.0,3280091.0,3280091.0
0175.txt,714997,1169689,693808,27933792,714997,10496955,1354264,666514,706063,359676,573295,1175120,1421190,402177,1175120,394007,424868,528837,453801,394007,394007,394007,394007,394007,558682,394007,394007,394007,3736186,711293,711293,711293,891503,711293,711293,711293.0,711293.0,711293.0
0176.txt,434076,434076,434076,51956414,434076,18024446,417253,2101965,360817,1673613,1118179,334393,146100,581942,334393,334393,392364,451984,895405,334393,334393,334393,334393,334393,334393,334393,334393,334393,3648012,523014,523014,523014,673023,523014,338510,338510.0,357511.0,338510.0
0177.txt,703727,673807,703727,53542787,725750,21909433,241528,985783,721019,380196,559976,694084,321359,154085,694084,694084,425370,184208,685535,694084,694084,694084,694084,694084,694084,694084,694084,694084,6613977,499342,499342,499342,591689,499342,499342,499342.0,499342.0,499342.0
0178.txt,221298,221298,221298,25414004,221298,16736301,950306,2186028,1018103,2418761,995655,705947,1040792,642388,705947,705947,999760,2900726,407919,705947,695873,695873,695873,695873,705947,705947,705947,705947,5109478,1470351,1470351,1470351,1838402,1470351,1470351,1470351.0,1470351.0,1470351.0
0179.txt,913931,830891,400966,23574142,458927,16018056,1131917,6914029,1741582,12246906,775596,1379545,2737081,585071,1379545,1379545,780631,1490727,1472123,1379545,1364804,1393138,1379545,1376775,1379545,1379545,1379545,1379545,2311052,607185,607185,607185,657907,607185,607185,607185.0,607185.0,607185.0
0180.txt,1922702,2231335,2231335,34762480,1922702,13512796,3030211,3001174,2847570,3538665,1769752,2296891,2690515,2522780,3043251,2722987,1600398,1615924,1945086,2722987,2722987,2900122,2304299,2253611,2722987,2304299,2722987,2722987,1658310,2134531,2134531,2134531,3410902,2107822,2109239,2654574.0,3222826.0,2116953.0
0181.txt,984911,921065,921065,36664444,984911,18850759,1962658,4691666,6301989,8410232,1751574,553288,4618926,1312376,553288,343434,851277,1523157,343434,343434,343434,343434,343434,343434,343434,343434,343434,674945,4836795,1391281,1391281,1391281,1601283,1391281,1391281,1391281.0,1391281.0,1391281.0
