case,2023-10-20T23:30:34.755742,2023-10-21T00:38:13.160663,2023-10-21T00:42:49.956543,2023-10-21T00:50:08.428110,2023-10-21T01:17:21.760157,2023-10-21T01:21:32.438044,2023-10-21T01:50:36.630387,2023-10-21T01:54:26.281402,2023-10-21T01:57:51.652721,2023-10-21T02:01:48.867771,2023-10-21T02:05:03.877950,2023-10-21T02:14:35.367278,2023-10-21T02:18:43.473352,2023-10-21T02:20:40.484872,2023-10-21T02:22:41.002817,2023-10-21T10:31:06.980853,2023-10-21T10:34:36.903757,2023-10-21T10:36:26.601112,2023-10-21T10:38:10.737221,2023-10-21T10:40:09.883808,2023-10-21T10:59:16.680439,2023-10-21T11:01:53.521567,2023-10-21T11:04:01.328806,2023-10-21T11:06:37.147415,2023-10-21T11:09:24.767237,2023-10-21T11:12:29.737628,2023-10-21T11:14:48.765113,2023-10-21T11:33:17.839442,2023-10-21T11:45:56.215101,2023-10-21T11:48:29.697132,2023-10-21T11:51:51.357325,2023-10-21T11:54:56.600191,2023-10-21T13:53:18.558109,2023-10-21T14:46:49.321917,2023-10-21T15:29:00.068713,2023-10-21T15:59:28.617047,2023-10-21T16:04:08.523130,2023-10-21T16:27:26.583949
0446.txt,1941913,2334406,2334406,18636389,1941913,18950801,3035163,4608663,8387143,3352591,2223494,1912315,4312230,2438725,1912315,1912315,2474109,1835188,1835188,1912315,1912315,1912315,1912315,1912315,1912315,1912315,1912315,2961150,4069090,2319708,2319708,2319708,2319708,2319708,2319708,2319708.0,2319708.0,2319708.0
0447.txt,539391,1097878,1097878,34818921,539391,11011164,631533,706586,1011520,261516,239732,524674,315652,1759811,524674,524674,667495,560073,543421,266083,524674,266083,524674,579663,524674,266083,266083,579663,6029613,516134,516134,516134,703712,516134,516134,516134.0,522199.0,516134.0
0448.txt,14901,14901,14901,8356601,14901,45482301,2003901,4574501,58301,1743001,62001,37601,53601,14901,37601,108301,108301,53801,37601,37601,108301,108301,37601,108301,37601,37601,37601,841201,5696001,57101,57101,57101,57101,57101,57101,57101.0,57101.0,57101.0
0449.txt,3789946,3747476,3789946,28959036,3789946,20394664,2639756,4427178,5065978,2787371,2080227,2924482,2987845,1714981,2924482,2924482,2924482,3264925,2924482,2924482,2924482,2924482,2924482,2924482,2924482,2924482,2924482,2212889,6426759,876888,876888,876888,1003293,876888,876888,876888.0,876888.0,876888.0
0450.txt,51101,51101,51101,112355501,204201,204201,232101,261801,151101,18801,108901,118101,96501,76801,118101,118101,145201,76801,76801,118101,118101,118101,118101,211601,211601,211601,211601,118101,4020601,246101,246101,246101,246101,246101,246101,246101.0,246101.0,246101.0
0451.txt,986988,1178343,1178343,26265274,986988,13366496,1248856,2833478,608072,3596756,883287,1910598,727039,2233103,1910598,389360,443393,803872,429363,389360,389360,389360,389360,389360,389360,389360,389360,389360,8269962,2202115,2202115,2202115,2022316,2202115,2105755,2236649.0,2367591.0,2022113.0
0452.txt,1181047,1505604,1181047,31822343,1181047,14512932,1023637,950339,956136,1481421,791117,2537018,423733,1561878,1723543,1187079,329306,3460498,2404094,1187079,2803851,3026186,1187050,1723543,2537018,1723543,1723543,2537018,594343,1528856,1528856,1528856,1901987,1528856,1372271,1372271.0,2128825.0,1376403.0
0453.txt,718761,718761,718761,54642009,718761,27683282,265164,450615,250217,171506,198946,88520,94642,371238,88520,88520,524463,546403,546403,88520,88520,88520,88520,88520,88520,88520,88520,88520,21773185,764985,764985,764985,919212,764985,764985,764985.0,764985.0,764985.0
0454.txt,2731542,2872125,2872125,58608651,2731542,25521405,729535,1367106,985077,1114930,766189,3158637,915171,2785239,3158637,3158637,903272,392710,3158637,3158637,3158251,3217833,3158637,3158637,3158637,3158637,3158637,3158637,12012169,1076136,1076136,1076136,1624168,1076136,1076136,1076136.0,1076136.0,1076136.0
0455.txt,4216450,4216450,4216450,62925576,4216450,3104360,263547,1531824,161299,1452617,4182682,1697384,1760215,1697384,1697384,1697384,52214,1697384,1697384,1697384,1697384,1697384,1697384,1697384,1697384,1697384,1697384,2242098,3898787,465543,465543,465543,473656,465543,465543,465543.0,465543.0,465543.0
0456.txt,437052,659030,420667,48000629,437052,10228467,843406,787156,864949,1121871,719358,613753,710045,617154,687703,455777,703252,437620,603243,455777,613753,687703,455777,687703,455777,687703,687703,687703,2928095,901959,901959,901959,1482828,864149,897666,897666.0,1105002.0,864149.0
0457.txt,12401,12401,12401,4143001,12401,12401,196501,26001,173801,20201,3201,126301,348801,22001,126301,126301,5501,353401,17601,126301,126301,126301,126301,126301,126301,126301,126301,126301,6549101,253801,253801,253801,253801,253801,253801,253801.0,253801.0,253801.0
0458.txt,5698887,5593167,5593167,45052535,5698887,31451788,5159826,6250691,1845782,12970979,1825287,1485441,1727411,6678918,1485441,1485441,12230109,5508417,5508417,1485441,1485441,1485441,1485441,1485441,1485441,1485441,1485441,2897519,7203701,3493803,3493803,3493803,3714998,3449829,3449829,3449829.0,3449829.0,3449829.0
0459.txt,94552,934192,197035,95191479,94552,24444324,254003,382077,744862,83741,127460,221644,54548,277580,221644,221644,958657,221644,221644,221644,221644,213438,221644,221644,221644,221644,221644,221644,8421858,1552225,1552225,1552225,2101618,1552225,1552225,1780797.0,1869901.0,1552225.0
0460.txt,886008,564805,515015,23845932,886008,22727878,81735,2469290,286622,1024890,636608,1160960,449931,809686,1160960,1160960,489525,196788,196788,1160960,1160960,1160960,1160960,1160960,1160960,1160960,1289443,1185587,6680702,2335368,2335368,2335368,2282986,2335368,2335368,2346797.0,2393822.0,2335368.0
0461.txt,504995,504995,504995,41805100,452035,504995,236996,698007,442911,265279,580983,191162,409179,694518,191162,191162,470778,168997,296076,191162,191162,191162,191162,191162,191162,191162,191162,191162,4204776,504995,504995,504995,504995,504995,504995,504995.0,504995.0,504995.0
0462.txt,2589542,1808532,1418222,30096020,2589542,21441054,1659320,3484565,1487651,2288036,2628891,1816724,9069088,1475885,1816724,1816724,1586083,2091561,2252004,1816724,1816724,1816724,1816724,1816724,1816724,1816724,1816724,1967768,10063225,550221,550221,550221,564440,550221,550221,550221.0,550221.0,550221.0
0463.txt,2153835,2496309,2327735,40867168,2153835,11409953,2113777,1599276,1496636,544503,2554953,1142265,2359898,964596,1629730,2726959,2133164,2684495,2653996,2726959,3658536,4476979,3158724,3496645,2726959,2726959,2726959,2726959,3020230,2033683,2033683,2033683,2832031,2033683,2077255,2160332.0,2561753.0,2034236.0
0464.txt,11572614,11283449,11283449,22657390,11572614,13354277,14759528,15383684,11455933,12264371,14501362,10481397,8698727,10513531,10481397,10481397,8101646,10481397,10481397,10481397,10481397,10481397,10481397,10481397,10481397,10481397,10481397,11417901,8860886,7261868,7261868,7261868,7261868,7261868,7261868,7261868.0,7261868.0,7261868.0
0465.txt,832400,426472,426472,11275976,832400,911135,2059901,712348,7764957,9112995,832400,4034224,1795449,4034224,4034224,4034224,4034224,4034224,4034224,4034224,4034224,4034224,4034224,4034224,4034224,4034224,4034224,2327962,3154774,613213,613213,613213,653654,613213,613213,613213.0,613213.0,613213.0
0466.txt,4981995,3278169,2294247,17020826,4981995,17569016,6580329,7055817,1962603,5280532,1722438,4441405,5695736,2505916,4441405,4441405,4441405,2864965,2864965,4441405,4441405,4441405,4441405,4441405,4441405,4441405,4441405,5820240,15494484,4490738,4490738,4490738,4494739,4490738,4490738,4490738.0,4490738.0,4490738.0
0467.txt,6786477,6340375,6340375,22052534,6786477,16703165,4486072,6012825,10426776,5674710,4795336,4227181,4521435,6754496,4227181,4227181,5788405,4227181,4227181,4227181,4227181,4227181,4227181,4227181,4227181,4227181,4227181,6227278,4062973,4676419,4676419,4676419,4757214,4676419,4676419,4676419.0,4676419.0,4676419.0
0468.txt,544875,544875,1289138,29563082,544875,12159777,1748652,1762539,1734302,1537867,817253,5476150,1356039,420862,5476150,5476150,937002,997325,901274,5476150,6900243,7141649,5488162,6845297,5095574,5476150,5172946,5095574,7958383,2609710,2609710,2609710,2861672,2609710,2609146,2609146.0,2622610.0,2609146.0
0469.txt,6504777,7245234,6843962,22570407,6504777,16816463,7287745,7105841,8280187,11937670,6822755,6870601,6389832,5803055,6870601,6870601,6010911,5874882,6870601,6870601,6870601,6870601,6870601,6870601,6870601,6870601,6870601,8771426,4055200,10692308,10692308,10692308,10692308,10692308,10692308,10692308.0,10692308.0,10692308.0
0470.txt,967439,967439,967439,59426951,967439,31225736,382842,30404710,1772860,229221,1940734,3576868,504034,693837,3576868,3576868,3576868,9708712,3576868,3576868,3576868,3576868,3576868,3576868,3576868,3576868,3576868,16640578,8793920,82335,82335,82335,82335,82335,82335,82335.0,82335.0,82335.0
0471.txt,1376048,2532239,1370061,50102341,1376048,13130231,1758595,2992194,1468880,1837547,2360456,1197390,1103881,729273,1197390,1460499,973396,484841,1222557,1430166,1725895,2007237,1460499,1460499,1460499,1460499,1460499,1430166,2182313,936112,936112,936112,1489482,936112,936766,949531.0,1060530.0,936112.0
0472.txt,1350115,1713940,2290364,48823347,1350115,18402130,1500185,1377695,1302359,1204970,856200,801990,1457163,1039986,801990,801990,1106969,868353,1117024,801990,1010315,1400645,801881,801881,801881,801990,801881,801881,2001161,1444077,1444077,1444077,1486437,1444077,1444077,1444351.0,1449063.0,1444077.0
0473.txt,491574,450083,491574,45202864,450083,37861525,31974,281947,391580,728982,461198,135411,157291,272745,482166,135411,72418,159706,653805,135411,482166,482166,135411,135411,482166,135411,482166,135411,7964543,213245,213245,213245,376874,213245,213245,213245.0,213245.0,213245.0
0474.txt,521719,521719,521719,27071906,521719,13848306,4065586,5521504,901846,1794292,2851305,1017868,1538854,1142616,1928961,1017868,690373,1862168,935516,1017868,1017868,1017868,1017868,1017868,1017868,1928961,1017868,1928961,3238383,505523,505523,505523,566812,505523,505523,505523.0,505523.0,505523.0
0475.txt,1931583,6429456,1888236,21498091,1931583,16363927,440850,3435184,1846079,2113008,6563481,1191980,6379483,1324735,1191980,1191980,1741051,1324735,1916556,1191980,1191980,1191980,1191980,1191980,1191980,1191980,1191980,1790382,14458742,771958,771958,771958,1035912,771958,771958,771958.0,771958.0,771958.0
0476.txt,2820705,3259533,3259533,17538396,2820705,18965891,4972832,8773046,1728371,3154681,2712236,4735503,4357364,4780128,4735503,4735503,5165840,4692378,4735503,4735503,4735503,4735503,4735503,4735503,4735503,4735503,4735503,5272698,7734189,1297449,1297449,1297449,1297449,1297449,1297449,1297449.0,1297449.0,1297449.0
0477.txt,5297419,5606425,5606425,27219962,5297419,21331500,4062363,6102463,4073742,6454507,6170677,4289783,8003574,5493767,4289783,4289783,4289783,7033321,2689486,4289783,4289783,4289783,4289783,4289783,4289783,4289783,4289783,7027103,9958821,2640784,2640784,2640784,2640784,2640784,2640784,2640784.0,2640784.0,2640784.0
0478.txt,777695,777695,777695,40519960,777695,11394503,3233519,5052137,1129253,2108784,1170699,1102268,1214207,1665641,1102268,610288,901984,878152,539820,610288,610288,610288,610288,610288,610288,610288,610288,610288,321751,825671,825671,825671,1107824,825671,825671,827487.0,842370.0,825671.0
0479.txt,877180,1526816,875413,40951161,877180,15625944,1659027,1622598,610805,1065020,467145,1068979,1711337,901257,1281814,1068979,388471,888379,1102744,1068979,1028335,1191440,806736,720942,819465,737826,737826,1068979,5658058,955445,955445,955445,1403140,955445,852195,915332.0,943555.0,838196.0
0480.txt,9045400,2245204,2245204,24696133,9045400,38847856,2656428,4516963,1031790,1593972,2051769,2993514,4212479,2252688,2993514,2993514,2993514,2252688,2252688,2993514,2993514,2993514,2993514,2993514,2993514,2993514,2993514,3586246,25173055,99171,99171,99171,99171,99171,99171,99171.0,99171.0,99171.0
0481.txt,5588019,5588019,5588019,21498744,5588019,19890238,4831271,7161894,4846797,13709850,7036595,5878304,6067732,6115801,5878304,5878304,5221182,5878304,5878304,5878304,5878304,5878304,5878304,5878304,5878304,5878304,5878304,5878304,8839259,4632776,4826592,4632776,4632776,4632776,4632776,4632776.0,4632776.0,4632776.0
0482.txt,190028,190028,190028,43078625,190028,22218574,91979,343762,594156,902227,301153,546467,425819,960763,546467,546467,1090688,333676,887551,546467,546467,685760,546467,546467,546467,546467,546467,546467,12048686,1060800,1060800,1060800,1060800,1060800,1060800,1060800.0,1060800.0,1060800.0
0483.txt,1569535,1625827,1625827,59655338,1569535,16417965,2782569,4055858,797602,725101,1611152,2040161,1373626,3295114,2040161,2040161,2047118,761862,1360996,2040161,1517344,2762145,2040161,2202611,2040161,2040161,2040161,2040161,3593605,1298162,1298162,1298162,1558305,1298031,1298420,1298420.0,1327042.0,1313078.0
0484.txt,257890,441097,257890,60650448,257890,48402805,225702,21635,34956,72552,731145,1063268,216699,471847,1063268,1002941,138921,77952,1059806,1002941,1002941,1002941,1002941,1002941,1002941,1002941,1002941,1063268,9093651,187815,187815,187815,187815,187815,187815,187815.0,187815.0,187815.0
0485.txt,1325683,1880197,1880197,39735211,1325683,17354370,1391452,520467,838890,539996,657875,2870706,501721,707533,2870706,2870706,1498719,532391,413345,656984,3148455,3211255,656984,656984,656984,2870706,763145,2870706,14881936,969389,969389,969389,1520351,969389,969789,979810.0,1042488.0,949904.0
0486.txt,277649,277649,277649,24856377,277649,32962173,2886290,4672626,259393,6158289,216643,527721,431090,607676,527721,527721,133770,735676,373826,527721,527721,527721,527721,527721,527721,527721,527721,9055269,4038602,549111,549111,549111,705419,549111,759385,759385.0,759385.0,759385.0
0487.txt,4320895,4771768,4771768,25996629,4320895,17421495,5456253,4918311,12993928,7255711,15355493,7112086,14389902,14199774,7112086,7112086,7112086,14199774,14199774,7112086,7112086,7112086,7112086,7112086,7112086,7112086,7112086,5948650,8990456,2966918,2966918,2966918,2966918,2966918,2966918,2966918.0,2966918.0,2966918.0
0488.txt,105211,105211,111101,24305291,105211,46524704,10343,65526,325013,471070,279032,64581,174517,259084,64581,64581,252160,921575,2514747,64581,64581,64581,64581,64581,64581,64581,64581,64581,4620280,352645,352645,352645,540931,352645,352645,387749.0,449472.0,352645.0
0489.txt,1624963,2142886,1624963,28435236,2352084,3101151,3329759,6318385,3002503,3033948,3012175,738686,806727,3315561,738686,738686,736198,1521541,1412571,738686,738686,738686,738686,738686,738686,738686,738686,2083989,1076302,3890908,3890908,3890908,5512741,3679673,3679673,3679673.0,3679673.0,3679673.0
0490.txt,3594893,4822882,4822882,31211618,3594893,19245040,2259612,6599404,3616603,945153,619256,2715861,2718714,361836,2715861,2715861,1951666,889834,2710502,2715861,2715861,2715861,2715861,2715861,2715861,2715861,2715861,2697752,5017366,1427951,1427951,1427951,1994867,1427951,1427951,1427951.0,1427951.0,1427951.0
0491.txt,1359281,1609439,1752021,45053473,1359281,1359281,644807,690247,1724531,244571,1619344,568884,659951,1434661,568884,568884,2143745,680199,1881060,568884,866234,1054997,568884,568884,568884,1001570,1001570,568884,592741,1182019,1182019,1182019,1455116,1182019,1182019,1182476.0,1193300.0,1182019.0
0492.txt,1072776,2363575,1072776,57001158,1072776,19391468,213793,1063715,296467,1199175,831247,86198,451193,1024811,86198,112609,227382,890252,654546,112609,342782,112609,112609,342782,86198,112609,112609,86198,9357505,346740,346740,346740,429763,346740,346740,346740.0,346740.0,346740.0
0493.txt,2507580,2918686,2918686,44776313,2507580,19144196,1492500,3242407,1699116,2211008,2090417,1980423,2198171,2013893,1980423,1980423,1866308,1860326,2199113,1980423,1955375,2431467,1980423,1976830,1980423,1980423,1980423,1980423,2249298,2457522,3819297,2457522,2457522,2457522,2384145,2379653.0,2379653.0,2384145.0
0494.txt,35201,35201,35201,48645401,35201,42861801,79801,320901,82601,384301,210601,67801,102001,3901,67801,67801,13501,2901,67801,67801,67801,67801,67801,67801,67801,67801,67801,67801,5136201,140601,140601,140601,140601,140601,140601,140601.0,140601.0,140601.0
0495.txt,187063,187063,187063,51316858,187063,25863104,1275727,2410483,535691,541559,292847,744128,575467,140128,744128,552562,693938,212146,212146,552562,744128,496031,552562,744128,552562,744128,744128,744128,4527619,329671,329671,329671,329671,329671,329671,329671.0,329671.0,329671.0
0496.txt,203213,204543,203213,69795056,203213,203213,546704,355830,356930,275553,1051686,421292,316676,126332,421292,293351,354355,71073,369416,293351,293351,421292,421292,421292,421292,421292,421292,293351,2940209,535729,535729,535729,568309,535729,195953,195953.0,371840.0,195953.0
0497.txt,2363445,2362918,2240707,22120404,2240707,20440842,1199552,3446520,4488872,15598527,3113970,3697776,4191353,3993449,3697776,3697776,3217264,3697776,3697776,3697776,3697776,3697776,3697776,3697776,3697776,3697776,3697776,5715632,4507358,694281,694281,694281,694324,694281,663033,663033.0,663033.0,663033.0
0498.txt,583169,691159,583169,25966183,583169,10259017,1771476,3916621,5231062,2812857,1766406,1440456,5506906,1605120,1440456,772360,2315149,1656633,772360,772360,772360,772360,772360,772360,772360,772360,772360,1186722,4379815,1518858,1518858,1518858,2174390,1430075,1430075,1430075.0,1430075.0,1430075.0
0499.txt,2641297,2990052,2990052,23562306,2641297,12613129,2652616,3259120,2258685,2265400,2637931,1815302,2007483,7208433,1815302,1815302,1815302,8656922,8656922,1815302,1815302,1815302,1815302,1815302,1815302,1815302,1815302,2731414,5355781,2498736,2498736,2498736,2499618,2498736,2498736,2498736.0,2498736.0,2498736.0
total,1060754699,1018912809,1028040449,20987360345,1065106415,9937729634,1285618439,1803235623,1146221227,1473295747,1045655308,919900789,1034444079,944148948,920017877,927502321,963636270,999635974,996172735,926207449,920923045,949058475,910770492,912994248,903595197,913339412,909449823,1184722131,3501531286,678013074,678827887,678013074,769827653,675245358,677996598,707813146.0,710250347.0,675054485.0
